ref,fecha,distrito,superficie_m2,habitaciones,banos,planta,ascensor,estado,anio_construccion,exterior,precio_eur,desviacion_inyectada,etiqueta_verdad
MD-0526,2025-09-05,Usera,65,3,1,2,True,a reformar,1969,True,171000,0.0,mercado
MD-0527,2026-07-22,Carabanchel,70,2,1,5,False,a reformar,1945,False,167000,0.0,mercado
MD-0528,2026-02-04,Tetuan,29,1,1,1,True,reformado,1970,False,145000,0.0,mercado
MD-0529,2026-06-11,Ciudad Lineal,71,2,1,6,False,buen estado,1942,True,295000,0.0,mercado
MD-0530,2025-12-10,Retiro,156,6,3,7,True,buen estado,1997,True,1138000,0.0,mercado
MD-0531,2026-04-12,Latina,62,2,1,1,True,obra nueva,2024,True,211000,0.0,mercado
MD-0532,2025-11-29,Centro,56,2,1,4,False,buen estado,1991,True,319000,0.0,mercado
MD-0533,2026-06-29,Carabanchel,41,1,1,6,True,buen estado,1970,False,143000,0.2361,sobreprecio_inyectado
MD-0534,2025-09-02,Retiro,79,3,2,1,True,buen estado,1984,False,556000,0.165,sobreprecio_inyectado
MD-0535,2026-01-12,Ciudad Lineal,140,5,3,4,True,a reformar,1974,False,463000,0.0,mercado
MD-0536,2026-01-10,Centro,178,6,3,6,True,reformado,1970,True,1157000,0.0,mercado
MD-0537,2026-05-17,Tetuan,78,2,2,2,True,buen estado,1994,True,477000,0.0,mercado
MD-0538,2026-03-31,Tetuan,82,3,2,1,True,buen estado,1978,True,357000,0.0,mercado
MD-0539,2025-12-03,Ciudad Lineal,66,3,1,6,True,buen estado,2009,False,347000,0.1856,sobreprecio_inyectado
MD-0540,2026-07-17,Carabanchel,41,2,1,6,True,a reformar,1991,True,119000,0.0,mercado
MD-0541,2025-12-19,Fuencarral-El Pardo,57,2,1,1,True,buen estado,1976,False,194000,-0.1962,infraprecio_inyectado
MD-0542,2026-05-16,Fuencarral-El Pardo,133,5,3,0,False,a reformar,1941,False,546000,0.0,mercado
MD-0543,2025-09-13,Tetuan,76,3,2,7,True,buen estado,1968,False,348000,0.0,mercado
MD-0544,2026-01-12,Puente de Vallecas,152,6,3,8,True,buen estado,1964,False,440000,0.0,mercado
MD-0545,2026-08-28,Retiro,188,6,3,8,True,reformado,1971,True,1378000,0.0,mercado
MD-0546,2026-03-23,Latina,71,3,1,8,False,buen estado,1948,True,282000,0.0,mercado
MD-0547,2026-06-28,San Blas-Canillejas,29,1,1,6,True,buen estado,1937,True,120000,0.0,mercado
MD-0548,2025-11-07,Vicalvaro,86,2,2,6,False,a reformar,1953,False,181000,-0.1821,infraprecio_inyectado
MD-0549,2026-04-03,Carabanchel,47,1,1,2,True,buen estado,2021,True,167000,0.0,mercado
MD-0550,2025-10-16,Chamartin,110,4,2,7,False,buen estado,1965,True,892000,0.0,mercado
MD-0551,2026-01-30,Arganzuela,52,2,1,8,True,a reformar,2008,False,271000,0.0,mercado
MD-0552,2026-02-22,San Blas-Canillejas,63,2,1,6,True,buen estado,1950,True,252000,0.0,mercado
MD-0553,2026-03-05,Fuencarral-El Pardo,143,6,3,4,True,buen estado,1985,False,563000,-0.1209,infraprecio_inyectado
MD-0554,2026-05-04,Villa de Vallecas,65,3,1,7,True,a reformar,1915,True,219000,0.0,mercado
MD-0555,2026-04-05,Ciudad Lineal,54,2,1,6,True,a reformar,1956,True,205000,0.0,mercado
MD-0556,2026-05-03,Ciudad Lineal,54,2,1,5,True,reformado,1998,False,302000,0.2295,sobreprecio_inyectado
MD-0557,2026-07-16,Tetuan,75,3,2,4,True,buen estado,1948,False,664000,0.207,sobreprecio_inyectado
MD-0558,2026-05-13,Latina,72,2,1,7,True,reformado,1951,True,338000,0.0,mercado
MD-0559,2026-05-10,Hortaleza,111,5,2,6,False,reformado,1931,False,543000,0.0,mercado
MD-0560,2025-10-14,Retiro,81,3,2,1,True,buen estado,1963,True,586000,0.0,mercado
MD-0561,2026-05-17,Fuencarral-El Pardo,100,3,2,4,True,a reformar,2002,True,612000,0.1721,sobreprecio_inyectado
MD-0562,2026-08-05,Retiro,172,6,3,6,True,reformado,1973,True,1033000,0.0,mercado
MD-0563,2026-04-14,Barajas,74,3,1,0,True,a reformar,1997,False,243000,0.0,mercado
MD-0564,2026-06-25,Fuencarral-El Pardo,47,1,1,4,True,reformado,1920,True,332000,0.0,mercado
MD-0565,2026-03-26,Moratalaz,85,3,2,8,True,reformado,1974,False,375000,0.0,mercado
MD-0566,2025-11-24,Puente de Vallecas,33,1,1,0,True,buen estado,1965,True,102000,0.0,mercado
MD-0567,2026-02-28,Puente de Vallecas,38,1,1,6,True,buen estado,2002,True,117000,0.0,mercado
MD-0568,2026-08-19,Carabanchel,60,2,1,8,True,reformado,1972,True,196000,0.0,mercado
MD-0569,2026-02-23,Hortaleza,80,3,2,4,True,a reformar,1974,True,275000,0.0,mercado
MD-0570,2025-10-09,Puente de Vallecas,75,2,2,5,True,reformado,1958,False,229000,0.0,mercado
MD-0571,2025-10-09,Moratalaz,83,3,2,3,False,reformado,1965,True,378000,0.0,mercado
MD-0572,2026-08-23,Carabanchel,93,4,2,5,True,reformado,1990,True,383000,0.0,mercado
MD-0573,2026-05-10,Chamartin,78,2,2,1,True,reformado,1996,True,666000,0.0,mercado
MD-0574,2026-07-16,Moratalaz,92,4,2,7,True,buen estado,1976,False,373000,0.0,mercado
MD-0575,2026-08-29,Hortaleza,93,4,2,2,True,reformado,1961,False,566000,0.0,mercado
MD-0576,2026-04-25,Ciudad Lineal,71,3,1,8,True,a reformar,1982,False,246000,0.0,mercado
MD-0577,2026-07-15,Centro,106,3,2,2,True,reformado,1963,True,675000,0.0,mercado
MD-0578,2026-08-17,Ciudad Lineal,79,2,2,1,True,reformado,2005,False,342000,0.0,mercado
MD-0579,2025-12-18,Hortaleza,169,6,3,2,True,buen estado,1970,True,936000,0.0,mercado
MD-0580,2026-07-09,San Blas-Canillejas,45,1,1,8,True,a reformar,1971,True,126000,0.0,mercado
MD-0581,2026-05-02,Barajas,75,2,2,2,True,buen estado,1964,True,375000,0.0,mercado
MD-0582,2025-11-14,Salamanca,36,1,1,0,True,obra nueva,2022,False,283000,-0.121,infraprecio_inyectado
MD-0583,2026-02-12,Puente de Vallecas,90,3,2,6,True,buen estado,2003,False,222000,0.0,mercado
MD-0584,2026-04-02,Moratalaz,94,2,2,4,True,buen estado,1927,True,381000,0.0,mercado
MD-0585,2025-12-12,Ciudad Lineal,41,2,1,6,False,buen estado,1955,False,129000,0.0,mercado
MD-0586,2026-08-17,San Blas-Canillejas,42,1,1,8,True,a reformar,1936,False,132000,0.0,mercado
MD-0587,2025-12-29,Salamanca,40,1,1,7,True,buen estado,1972,True,297000,0.0,mercado
MD-0588,2026-07-14,Hortaleza,118,4,2,0,True,reformado,1941,False,907000,0.2022,sobreprecio_inyectado
MD-0589,2025-12-08,Retiro,183,6,3,4,True,buen estado,1980,True,1381000,0.0,mercado
MD-0590,2025-12-18,Ciudad Lineal,80,3,2,7,True,a reformar,1976,True,382000,0.2714,sobreprecio_inyectado
MD-0591,2026-07-05,Fuencarral-El Pardo,182,6,3,7,True,buen estado,1976,True,1177000,0.0,mercado
MD-0592,2026-04-30,Salamanca,54,1,1,0,True,buen estado,1976,False,471000,0.0,mercado
MD-0593,2025-09-26,Tetuan,58,3,1,6,True,buen estado,1975,True,282000,0.0,mercado
MD-0594,2026-04-17,Vicalvaro,40,1,1,8,True,obra nueva,2026,True,147000,0.0,mercado
MD-0595,2026-04-01,San Blas-Canillejas,130,6,3,6,True,buen estado,1965,True,622000,0.0,mercado
MD-0596,2026-05-01,Barajas,75,3,2,7,False,buen estado,1959,True,365000,0.0,mercado
MD-0597,2025-09-05,Latina,41,1,1,0,True,reformado,1970,True,140000,0.0,mercado
MD-0598,2025-11-09,Centro,47,2,1,3,True,buen estado,1973,False,284000,0.0,mercado
MD-0599,2025-10-05,Moncloa-Aravaca,80,3,2,6,True,buen estado,1944,True,529000,0.0,mercado
MD-0600,2025-09-17,Carabanchel,69,1,1,0,False,a reformar,1936,True,214000,0.0,mercado
MD-0601,2026-08-07,Carabanchel,52,3,1,0,True,a reformar,1974,True,120000,0.0,mercado
MD-0602,2026-02-03,Vicalvaro,80,4,2,2,True,reformado,2005,True,297000,0.0,mercado
MD-0603,2025-09-01,Retiro,141,5,3,0,True,buen estado,1991,True,1448000,0.0,mercado
MD-0604,2026-02-23,Chamartin,69,3,1,1,True,buen estado,1978,True,663000,0.0,mercado
MD-0605,2026-08-06,Salamanca,62,3,1,4,True,buen estado,1959,True,611000,0.0,mercado
MD-0606,2026-01-07,Usera,76,3,2,7,True,reformado,1979,False,270000,0.0,mercado
MD-0607,2025-11-30,Ciudad Lineal,180,6,3,7,False,buen estado,1957,True,830000,0.0,mercado
MD-0608,2026-02-10,Carabanchel,64,3,1,1,True,obra nueva,2022,True,266000,0.0,mercado
MD-0609,2025-12-16,Puente de Vallecas,33,1,1,8,True,a reformar,1957,True,89000,0.0,mercado
MD-0610,2025-10-27,Villa de Vallecas,44,1,1,6,True,buen estado,1964,True,165000,0.0,mercado
MD-0611,2025-11-05,Chamartin,34,1,1,8,False,buen estado,1960,True,253000,0.0,mercado
MD-0612,2025-12-04,Centro,59,2,1,6,True,reformado,1967,True,740000,0.2003,sobreprecio_inyectado
MD-0613,2026-05-12,Moncloa-Aravaca,149,6,2,2,False,reformado,1941,True,1047000,0.0,mercado
MD-0614,2025-09-20,Hortaleza,87,3,1,2,True,buen estado,1962,True,457000,0.0,mercado
MD-0615,2026-07-30,Centro,177,6,3,7,False,reformado,1946,True,1154000,0.0,mercado
MD-0616,2026-01-11,Barajas,155,6,3,5,True,obra nueva,2024,True,1470000,0.2094,sobreprecio_inyectado
MD-0617,2026-07-06,Latina,56,2,1,7,True,buen estado,1948,True,162000,0.0,mercado
MD-0618,2026-03-18,Ciudad Lineal,40,2,1,6,False,a reformar,1944,False,83000,-0.2301,infraprecio_inyectado
MD-0619,2026-01-20,Latina,59,2,1,5,True,a reformar,2003,True,200000,0.0,mercado
MD-0620,2026-06-01,Puente de Vallecas,41,1,1,2,True,reformado,1961,True,155000,0.0,mercado
MD-0621,2025-09-13,Carabanchel,94,3,2,8,False,buen estado,1961,True,242000,0.0,mercado
MD-0622,2026-07-01,Moncloa-Aravaca,128,5,2,0,False,a reformar,1952,False,575000,0.0,mercado
MD-0623,2026-08-07,Puente de Vallecas,80,2,2,4,True,buen estado,1977,True,174000,0.0,mercado
MD-0624,2026-05-23,Salamanca,112,3,2,2,False,reformado,1956,True,1479000,0.2236,sobreprecio_inyectado
MD-0625,2026-02-12,Ciudad Lineal,60,3,1,0,True,buen estado,1982,True,268000,0.0,mercado
MD-0626,2026-03-12,Moncloa-Aravaca,50,2,1,8,True,reformado,1953,True,330000,0.0,mercado
MD-0627,2026-04-27,Hortaleza,42,1,1,7,True,buen estado,1977,False,278000,0.2029,sobreprecio_inyectado
MD-0628,2025-10-10,Fuencarral-El Pardo,168,6,3,4,True,a reformar,1971,True,720000,0.0,mercado
MD-0629,2026-04-01,Barajas,88,2,2,3,True,buen estado,1957,True,461000,0.0,mercado
MD-0630,2026-07-03,Chamberi,48,2,1,6,False,buen estado,1938,False,439000,0.2122,sobreprecio_inyectado
MD-0631,2025-12-24,Hortaleza,178,6,3,6,True,a reformar,1989,True,949000,0.0,mercado
MD-0632,2026-03-29,Retiro,36,1,1,5,False,buen estado,1966,True,264000,0.0,mercado
MD-0633,2025-09-05,Salamanca,63,2,1,5,False,buen estado,1967,False,385000,-0.183,infraprecio_inyectado
MD-0634,2025-09-08,Chamartin,182,6,3,3,True,a reformar,1981,True,1415000,0.2342,sobreprecio_inyectado
MD-0635,2026-05-12,San Blas-Canillejas,64,3,1,7,True,a reformar,1918,True,181000,0.0,mercado
MD-0636,2025-10-21,Centro,36,2,1,2,True,a reformar,1985,False,194000,0.0,mercado
MD-0637,2026-07-03,Hortaleza,148,5,3,6,True,obra nueva,2022,True,1476000,0.2738,sobreprecio_inyectado
MD-0638,2025-12-07,Carabanchel,52,2,1,0,True,reformado,1986,True,198000,0.0,mercado
MD-0639,2026-08-07,Moncloa-Aravaca,80,3,2,1,False,reformado,1924,True,570000,0.0,mercado
MD-0640,2026-07-22,Ciudad Lineal,91,4,2,6,True,obra nueva,2023,True,454000,0.0,mercado
MD-0641,2025-10-22,Latina,49,2,1,2,True,buen estado,1997,True,136000,-0.1719,infraprecio_inyectado
MD-0642,2025-10-28,Carabanchel,63,2,1,2,True,buen estado,1980,True,322000,0.2496,sobreprecio_inyectado
MD-0643,2026-06-11,Centro,77,4,2,2,True,buen estado,1999,True,560000,0.0,mercado
MD-0644,2025-09-14,Ciudad Lineal,65,3,1,6,False,buen estado,1955,False,289000,0.2184,sobreprecio_inyectado
MD-0645,2026-06-10,Puente de Vallecas,80,3,2,1,True,buen estado,1989,True,270000,0.0,mercado
MD-0646,2025-12-18,Centro,103,3,2,3,True,reformado,1983,True,815000,0.0,mercado
MD-0647,2026-08-01,San Blas-Canillejas,122,4,1,7,True,reformado,1987,True,575000,0.279,sobreprecio_inyectado
MD-0648,2026-01-21,Vicalvaro,172,6,3,4,True,reformado,1988,False,817000,0.1889,sobreprecio_inyectado
MD-0649,2026-02-11,Retiro,77,3,2,2,True,reformado,1963,False,551000,0.0,mercado
MD-0650,2025-09-30,Arganzuela,42,1,1,7,True,a reformar,1985,True,220000,0.2472,sobreprecio_inyectado
MD-0651,2026-02-24,Carabanchel,55,2,1,5,True,a reformar,1971,True,160000,0.0,mercado
MD-0652,2025-11-03,Fuencarral-El Pardo,48,3,1,0,True,a reformar,1976,False,206000,0.0,mercado
MD-0653,2025-11-27,Centro,39,1,1,1,True,buen estado,1979,True,288000,0.0,mercado
MD-0654,2026-06-03,Vicalvaro,58,2,1,0,True,reformado,1985,True,234000,0.0,mercado
MD-0655,2026-03-02,Hortaleza,98,3,2,5,True,a reformar,2011,True,459000,0.0,mercado
MD-0656,2025-11-26,Centro,139,4,3,2,True,reformado,1991,False,696000,-0.2183,infraprecio_inyectado
MD-0657,2026-05-27,Fuencarral-El Pardo,60,3,1,2,True,a reformar,1955,False,232000,0.0,mercado
MD-0658,2025-09-21,Chamberi,58,2,1,8,False,buen estado,1960,True,439000,0.0,mercado
MD-0659,2025-09-16,Tetuan,130,5,2,8,True,a reformar,1954,True,512000,0.0,mercado
MD-0660,2026-02-03,Ciudad Lineal,40,2,1,8,True,reformado,1957,False,178000,0.0,mercado
MD-0661,2025-11-15,Salamanca,45,2,1,1,True,buen estado,1972,True,452000,0.0,mercado
MD-0662,2025-12-30,Hortaleza,81,3,2,6,False,reformado,2005,True,388000,0.0,mercado
MD-0663,2025-10-02,Latina,64,1,1,2,False,buen estado,1969,True,178000,-0.1821,infraprecio_inyectado
MD-0664,2026-07-10,Latina,52,2,1,5,False,buen estado,1953,False,99000,-0.2172,infraprecio_inyectado
MD-0665,2026-01-16,Barajas,71,3,1,6,False,reformado,1962,False,247000,0.0,mercado
MD-0666,2025-10-18,Vicalvaro,165,6,3,7,True,reformado,1984,False,602000,0.0,mercado
MD-0667,2025-10-19,Moratalaz,88,4,2,1,True,buen estado,1984,True,370000,0.0,mercado
MD-0668,2026-08-11,Carabanchel,66,2,1,1,True,reformado,1973,False,250000,0.0,mercado
MD-0669,2026-07-31,Puente de Vallecas,40,2,1,7,True,buen estado,1978,True,142000,0.0,mercado
MD-0670,2026-03-23,Puente de Vallecas,43,1,1,1,True,buen estado,1990,True,123000,0.0,mercado
MD-0671,2026-06-27,Centro,120,5,2,2,False,a reformar,1955,True,689000,0.0,mercado
MD-0672,2025-10-21,Puente de Vallecas,165,6,3,5,False,buen estado,1958,False,354000,0.0,mercado
MD-0673,2026-07-08,Fuencarral-El Pardo,164,6,3,5,True,obra nueva,2026,True,1168000,0.0,mercado
MD-0674,2025-10-09,Usera,86,4,2,0,True,obra nueva,2025,True,339000,0.0,mercado
MD-0675,2026-03-20,San Blas-Canillejas,58,2,1,0,True,a reformar,1983,True,261000,0.1712,sobreprecio_inyectado
MD-0676,2025-10-31,Hortaleza,60,2,1,8,True,buen estado,1939,True,336000,0.0,mercado
MD-0677,2025-09-02,Tetuan,95,3,2,8,False,a reformar,1931,True,325000,0.0,mercado
MD-0678,2026-04-19,Centro,35,1,1,4,False,obra nueva,2024,True,216000,0.0,mercado
MD-0679,2025-11-08,San Blas-Canillejas,80,2,2,6,True,buen estado,1949,True,347000,0.0,mercado
MD-0680,2026-02-01,Centro,111,4,2,6,False,a reformar,1962,True,578000,0.0,mercado
MD-0681,2025-09-23,Salamanca,31,1,1,7,True,buen estado,1971,True,303000,0.0,mercado
MD-0682,2026-08-27,Ciudad Lineal,165,6,3,2,True,a reformar,1989,True,804000,0.0,mercado
MD-0683,2025-09-09,Retiro,119,5,2,8,True,buen estado,1993,True,961000,0.0,mercado
MD-0684,2026-07-19,Latina,85,4,2,0,True,a reformar,1989,True,287000,0.0,mercado
MD-0685,2025-11-24,Tetuan,68,3,1,4,False,buen estado,1968,True,359000,0.0,mercado
MD-0686,2025-09-07,Chamartin,68,3,1,2,True,buen estado,1913,True,516000,0.0,mercado
MD-0687,2026-03-02,Vicalvaro,61,3,1,5,True,buen estado,1978,True,227000,0.0,mercado
MD-0688,2026-03-18,Hortaleza,180,6,3,3,True,reformado,1916,False,834000,0.0,mercado
MD-0689,2025-09-26,Puente de Vallecas,43,2,1,3,False,buen estado,1952,True,119000,0.0,mercado
MD-0690,2026-01-14,Puente de Vallecas,51,3,1,5,False,reformado,1961,True,122000,0.0,mercado
MD-0691,2026-02-20,Salamanca,104,4,1,7,False,buen estado,1956,True,763000,0.0,mercado
MD-0692,2025-09-13,Carabanchel,158,6,3,8,True,a reformar,1977,False,455000,0.0,mercado
MD-0693,2026-07-27,San Blas-Canillejas,126,4,1,8,False,reformado,1943,True,535000,0.0,mercado
MD-0694,2026-01-04,Ciudad Lineal,84,2,2,8,True,buen estado,1960,True,501000,0.1509,sobreprecio_inyectado
MD-0695,2026-07-05,Centro,33,1,1,5,True,reformado,2000,True,252000,0.0,mercado
MD-0696,2026-02-22,Puente de Vallecas,36,2,1,3,True,a reformar,1973,True,76000,0.0,mercado
MD-0697,2025-11-24,Chamberi,72,3,1,5,True,buen estado,1964,True,596000,0.0,mercado
MD-0698,2026-06-06,Centro,95,4,2,7,True,reformado,1958,True,738000,0.0,mercado
MD-0699,2026-08-21,Chamberi,56,1,1,4,False,buen estado,1965,True,406000,0.0,mercado
MD-0700,2025-10-05,Chamartin,51,2,1,0,True,a reformar,1948,True,376000,0.0,mercado
MD-0701,2026-07-06,San Blas-Canillejas,60,2,1,5,True,buen estado,1972,True,280000,0.0,mercado
MD-0702,2026-07-19,Carabanchel,93,4,2,0,True,reformado,1977,True,418000,0.2326,sobreprecio_inyectado
MD-0703,2026-06-07,San Blas-Canillejas,85,2,2,1,True,buen estado,1974,True,360000,0.0,mercado
MD-0704,2026-05-23,Carabanchel,54,1,1,7,False,buen estado,1937,True,195000,0.0,mercado
MD-0705,2026-06-25,Latina,31,1,1,6,True,reformado,1974,True,145000,0.0,mercado
MD-0706,2025-09-16,Latina,188,6,3,8,True,reformado,1970,True,608000,0.0,mercado
MD-0707,2026-04-28,Ciudad Lineal,86,3,2,7,True,buen estado,1972,True,428000,0.0,mercado
MD-0708,2025-09-30,Chamartin,186,6,3,0,True,a reformar,1960,True,1373000,0.0,mercado
MD-0709,2025-11-05,Chamartin,61,2,1,2,True,buen estado,1998,True,429000,0.0,mercado
MD-0710,2026-04-23,Fuencarral-El Pardo,60,2,1,0,True,buen estado,1975,False,373000,0.0,mercado
MD-0711,2026-08-26,Fuencarral-El Pardo,89,2,2,0,True,buen estado,1971,True,467000,0.0,mercado
MD-0712,2025-09-29,Ciudad Lineal,177,6,2,7,True,buen estado,2004,True,830000,0.0,mercado
MD-0713,2026-01-14,Puente de Vallecas,69,2,1,0,True,buen estado,1965,True,234000,0.0,mercado
MD-0714,2026-01-04,Carabanchel,59,2,1,1,True,buen estado,1989,True,225000,0.0,mercado
MD-0715,2025-09-11,Puente de Vallecas,51,2,1,3,True,buen estado,1978,False,154000,0.0,mercado
MD-0716,2026-06-22,Carabanchel,64,2,1,5,True,a reformar,2025,True,172000,0.0,mercado
MD-0717,2026-07-20,Vicalvaro,80,3,2,1,True,reformado,1982,True,303000,0.0,mercado
MD-0718,2025-10-04,Vicalvaro,41,2,1,7,True,reformado,1956,True,174000,0.0,mercado
MD-0719,2026-04-12,Fuencarral-El Pardo,85,4,2,1,True,buen estado,1975,True,550000,0.1385,sobreprecio_inyectado
MD-0720,2026-05-17,Chamartin,169,6,3,7,False,buen estado,1985,True,1114000,0.0,mercado
MD-0721,2026-03-28,Arganzuela,73,2,1,2,True,buen estado,1992,False,364000,0.0,mercado
MD-0722,2026-03-08,Carabanchel,48,1,1,6,True,a reformar,1998,True,137000,0.0,mercado
MD-0723,2026-02-26,San Blas-Canillejas,121,4,2,5,True,buen estado,2001,False,441000,0.0,mercado
MD-0724,2026-04-03,Latina,55,2,1,1,True,a reformar,1970,True,203000,0.0,mercado
MD-0725,2026-08-13,Tetuan,36,2,1,5,False,buen estado,1939,True,266000,0.1431,sobreprecio_inyectado
MD-0726,2026-08-17,Chamartin,50,1,1,0,True,reformado,1968,True,437000,0.0,mercado
MD-0727,2025-09-04,Fuencarral-El Pardo,72,3,1,7,True,reformado,2025,False,360000,0.0,mercado
MD-0728,2026-03-06,Vicalvaro,178,6,3,0,True,buen estado,1970,False,710000,0.0,mercado
MD-0729,2025-09-24,Carabanchel,67,3,1,5,True,buen estado,1943,True,190000,0.0,mercado
MD-0730,2026-07-21,Chamberi,153,5,3,4,True,buen estado,1968,True,1717000,0.0,mercado
MD-0731,2026-02-28,Vicalvaro,187,6,3,3,True,buen estado,1988,True,737000,0.0,mercado
MD-0732,2026-01-15,Puente de Vallecas,80,3,2,3,True,reformado,1976,True,265000,0.0,mercado
MD-0733,2026-05-14,Moncloa-Aravaca,146,4,3,3,True,reformado,1970,True,975000,0.0,mercado
MD-0734,2026-07-24,Salamanca,78,2,2,3,True,a reformar,1975,True,575000,0.0,mercado
MD-0735,2026-08-11,Ciudad Lineal,69,3,1,6,False,reformado,1954,True,372000,0.0,mercado
MD-0736,2026-06-27,Arganzuela,59,2,1,7,True,buen estado,1954,True,428000,0.0,mercado
MD-0737,2026-04-21,Puente de Vallecas,82,3,2,0,False,buen estado,1989,True,285000,0.0,mercado
MD-0738,2026-08-12,Usera,93,3,1,6,True,reformado,1977,True,405000,0.1823,sobreprecio_inyectado
MD-0739,2025-10-14,Retiro,68,2,1,7,False,a reformar,1960,True,311000,-0.215,infraprecio_inyectado
MD-0740,2025-12-15,Latina,84,3,2,4,True,obra nueva,2022,True,309000,0.0,mercado
MD-0741,2025-09-19,Carabanchel,59,2,1,5,False,buen estado,1967,True,183000,0.0,mercado
MD-0742,2026-04-03,Salamanca,105,5,1,1,True,reformado,1965,True,1533000,0.261,sobreprecio_inyectado
MD-0743,2025-09-27,Fuencarral-El Pardo,55,2,1,5,True,buen estado,1993,True,251000,0.0,mercado
MD-0744,2025-12-25,San Blas-Canillejas,82,4,2,3,False,a reformar,1957,False,200000,0.0,mercado
MD-0745,2025-10-13,Puente de Vallecas,62,2,1,2,True,buen estado,1996,True,166000,-0.175,infraprecio_inyectado
MD-0746,2026-03-09,Chamberi,32,1,1,7,False,buen estado,1947,False,189000,0.0,mercado
MD-0747,2026-01-19,Moratalaz,187,6,3,7,True,a reformar,1959,True,517000,0.0,mercado
MD-0748,2025-11-13,Villa de Vallecas,55,2,1,7,True,buen estado,1929,True,151000,0.0,mercado
MD-0749,2026-03-27,Barajas,95,4,2,3,True,obra nueva,2024,True,465000,0.0,mercado
MD-0750,2025-10-17,Villa de Vallecas,70,3,1,5,True,buen estado,1977,True,302000,0.0,mercado
MD-0751,2026-06-06,Fuencarral-El Pardo,29,1,1,4,True,buen estado,1984,True,221000,0.1312,sobreprecio_inyectado
MD-0752,2026-06-29,Centro,79,2,2,2,True,obra nueva,2024,True,551000,0.0,mercado
MD-0753,2026-05-24,Villa de Vallecas,94,3,2,8,False,buen estado,1956,True,327000,0.1271,sobreprecio_inyectado
MD-0754,2026-02-13,Tetuan,46,2,1,6,True,a reformar,1971,True,255000,0.0,mercado
MD-0755,2025-12-09,Hortaleza,95,3,2,5,True,a reformar,1970,True,430000,0.0,mercado
MD-0756,2025-11-09,San Blas-Canillejas,53,2,1,2,False,a reformar,1963,True,164000,0.0,mercado
MD-0757,2026-05-20,Ciudad Lineal,44,2,1,4,True,reformado,2010,True,203000,0.0,mercado
MD-0758,2026-04-24,Moncloa-Aravaca,145,5,2,8,True,obra nueva,2026,True,1359000,0.0,mercado
MD-0759,2025-12-02,Barajas,95,4,2,8,False,a reformar,1967,True,276000,-0.139,infraprecio_inyectado
MD-0760,2026-03-30,Carabanchel,74,3,1,5,True,obra nueva,2023,True,270000,0.0,mercado
MD-0761,2026-07-24,Ciudad Lineal,72,2,1,0,True,buen estado,1950,True,397000,0.0,mercado
MD-0762,2026-07-13,Ciudad Lineal,61,3,1,0,True,a reformar,1943,True,196000,0.0,mercado
MD-0763,2026-05-10,Hortaleza,82,4,2,4,True,buen estado,1981,True,552000,0.0,mercado
MD-0764,2026-02-06,Fuencarral-El Pardo,112,4,2,1,False,a reformar,1994,True,525000,0.0,mercado
MD-0765,2026-06-16,Centro,29,1,1,8,False,buen estado,1963,True,180000,0.0,mercado
MD-0766,2026-08-13,Centro,37,1,1,2,True,reformado,1989,True,314000,0.0,mercado
MD-0767,2025-09-19,Puente de Vallecas,53,2,1,8,True,buen estado,1978,True,102000,-0.2326,infraprecio_inyectado
MD-0768,2026-01-06,San Blas-Canillejas,134,4,3,6,True,buen estado,1975,True,515000,0.0,mercado
MD-0769,2026-07-02,Tetuan,41,2,1,0,True,reformado,2017,True,187000,0.0,mercado
MD-0770,2026-07-28,Retiro,97,3,2,4,True,buen estado,1978,True,641000,0.0,mercado
MD-0771,2026-07-29,Centro,190,6,3,7,True,reformado,1964,False,1583000,0.0,mercado
MD-0772,2026-06-23,Barajas,83,2,2,0,False,reformado,1960,False,471000,0.0,mercado
MD-0773,2026-06-27,Centro,29,1,1,1,True,obra nueva,2022,False,242000,0.0,mercado
MD-0774,2026-05-19,San Blas-Canillejas,72,4,1,4,True,buen estado,1936,True,278000,0.0,mercado
MD-0775,2026-02-20,Centro,110,3,2,8,True,buen estado,1999,True,877000,0.0,mercado
MD-0776,2025-12-04,San Blas-Canillejas,44,2,1,7,True,buen estado,1980,True,134000,0.0,mercado
MD-0777,2026-03-03,Carabanchel,52,2,1,7,False,a reformar,1961,False,136000,0.0,mercado
MD-0778,2026-06-04,Vicalvaro,100,3,2,1,True,a reformar,1973,True,338000,0.0,mercado
MD-0779,2026-07-22,Moncloa-Aravaca,59,2,1,1,True,buen estado,1943,False,282000,0.0,mercado
MD-0780,2025-11-29,Retiro,79,3,2,8,True,buen estado,1976,False,610000,0.0,mercado
MD-0781,2026-03-13,Ciudad Lineal,80,2,2,0,True,buen estado,1995,True,510000,0.0,mercado
MD-0782,2026-01-24,Latina,65,2,1,8,False,buen estado,1972,True,148000,-0.2039,infraprecio_inyectado
MD-0783,2025-10-08,Puente de Vallecas,72,3,1,3,False,buen estado,1997,True,251000,0.0,mercado
MD-0784,2025-11-11,Retiro,168,6,3,0,True,buen estado,2003,True,896000,-0.2328,infraprecio_inyectado
MD-0785,2025-09-15,Latina,80,3,2,8,False,reformado,1965,False,239000,0.0,mercado
MD-0786,2026-05-06,Fuencarral-El Pardo,68,3,1,0,True,reformado,1985,True,545000,0.0,mercado
MD-0787,2026-05-23,Barajas,31,1,1,3,True,reformado,1978,False,182000,0.0,mercado
